,Player First Name,Player Last Name,Position,Season,Age,Team,League,Games Played,Goals,Assists,Points,+/-,Penalties in Minutes,Even Strength Goals,Power Play Goals,Short Handed Goals,Game-Winning Goals,Even Strength Assists,Power Play Assists,Short-Handed Assists,Shots On Goals,Shooting Percentage,Total Shoot Assists,Time on Minutes,Average Time on Ice,Faceoff Wins,Faceoff Losses,Faceoff Percentage,Blocks,Hits,Takeaways,Giveaways,Awards,Injury Time,Total Time Out This Year,Injury Description
45,Nikolai,Kulemin,LW,2013-14,27,TOR,NHL,70,9,11,20,-4,24,9,0,0,4,11,0,0,81,11.1,149,1136,16:14,38,70,35.2,63,153,30,15,,30,30,' placed on IR with chipped bone in ankle'
46,Nikolai,Kulemin,LW,2017-18,31,NYI,NHL,13,1,2,3,0,0,1,0,0,0,2,0,0,7,14.3,13,155,11:56,4,6,40.0,15,16,1,8,,212,212,' placed on IR with upper body injury (out for season)'
47,Justin,Bailey,RW,2017-18,22,BUF,NHL,12,3,1,4,-2,2,3,0,0,0,1,0,0,19,15.8,30,135,11:17,0,2,0.0,9,19,4,2,,6,6,' placed on IR with lower body injury'
48,Justin,Bailey,RW,2020-21,25,VAN,NHL,3,0,0,0,-2,2,0,0,0,0,0,0,0,6,0.0,7,20,6:48,0,0,,0,2,0,0,,145,145,' placed on IR with surgery on shoulder (out for season)'
49,Jaromir,Jagr,RW,2017-18,45,CGY,NHL,22,1,6,7,6,10,1,0,0,0,5,1,0,32,3.1,53,287,13:03,0,0,,8,1,11,12,100great-1,"16, 15",31,"' placed on IR with lower body injury', ' placed on IR with groin injury'"
50,Justin,Schultz,D,2013-14,23,EDM,NHL,74,11,22,33,-22,16,10,1,0,3,11,11,0,109,10.1,242,1728,23:21,0,1,0.0,107,30,20,63,,12,12,' placed on IR with groin injury'
51,Justin,Schultz,D,2017-18,27,PIT,NHL,63,4,23,27,22,14,4,0,0,1,13,10,0,109,3.7,235,1229,19:31,0,0,,93,36,17,27,,"13, 27",40,"' placed on IR with concussion', ' placed on IR with lower body injury'"
52,Justin,Schultz,D,2018-19,28,PIT,NHL,29,2,13,15,0,4,1,1,0,0,8,5,0,47,4.3,99,595,20:30,0,0,,41,25,5,27,,125,125,' placed on IR with fractured lower left leg'
53,Justin,Schultz,D,2019-20,29,PIT,NHL,46,3,9,12,-13,6,3,0,0,0,3,6,0,86,3.5,178,914,19:53,0,0,,50,36,6,18,,"9, 22",31,"' placed on IR with lower body injury', ' placed on IR with lower body injury'"
54,Jared,Boll,RW,2008-09,22,CBJ,NHL,75,4,10,14,-6,180,3,1,0,0,9,1,0,73,5.5,132,667,8:54,0,4,0.0,13,153,19,7,,12,12,' placed on IR with head injury'
55,Jared,Boll,RW,2010-11,24,CBJ,NHL,73,7,5,12,-2,182,7,0,0,2,5,0,0,66,10.6,108,560,7:40,0,6,0.0,18,144,14,8,,17,17,' placed on IR with back injury'
56,Jared,Boll,RW,2011-12,25,CBJ,NHL,54,2,1,3,-8,126,2,0,0,0,1,0,0,35,5.7,65,438,8:07,3,2,60.0,10,96,7,3,,"41, 19",60,"' placed on IR with broken thumb', ' placed on IR with fractured foot'"
57,Jared,Boll,RW,2013-14,27,CBJ,NHL,28,1,1,2,-6,62,1,0,0,0,1,0,0,12,8.3,23,214,7:38,0,1,0.0,9,52,1,0,,113,113,' placed on IR with bruised left foot'
58,Jared,Boll,RW,2015-16,29,CBJ,NHL,30,1,2,3,-3,61,1,0,0,0,2,0,0,11,9.1,22,200,6:39,2,0,100.0,15,53,3,0,,24,24,' placed on IR with foot injury'
59,Jared,Boll,RW,2017-18,31,ANA,NHL,10,1,0,1,0,16,1,0,0,0,0,0,0,4,25.0,5,44,4:26,0,0,,0,9,0,0,,33,33,' placed on IR with lower body injury'
60,Ondrej,Kase,RW,2017-18,22,ANA,NHL,66,20,18,38,18,14,19,1,0,5,16,2,0,146,13.7,239,919,13:55,5,21,19.2,26,28,29,31,,"10, 23",33,"' placed on IR with head injury', ' placed on IR with concussion'"
61,Ondrej,Kase,RW,2018-19,23,ANA,NHL,30,11,9,20,0,2,10,1,0,2,6,3,0,94,11.7,164,470,15:39,9,18,33.3,11,17,15,18,,"41, 144",185,"' placed on IR with concussion', ' placed on IR with upper body injury (out for season)'"
62,Ondrej,Kase,RW,2020-21,25,BOS,NHL,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,9,26,8:30,0,0,,1,1,1,1,,112,112,' placed on IR with upper body injury'
63,Ondrej,Kase,RW,2022-23,27,CAR,NHL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,11,11:02,0,1,0.0,0,1,1,0,,217,217,' placed on IR with concussion (out for season)'
64,Erik,Condra,RW,2013-14,27,OTT,NHL,76,6,10,16,0,30,5,0,1,0,9,0,1,85,7.1,180,885,11:39,1,14,6.7,44,28,37,30,,15,15,' placed on IR with right leg injury'
65,Erik,Condra,RW,2015-16,29,TBL,NHL,54,6,5,11,-4,34,6,0,0,0,5,0,0,58,10.3,96,578,10:42,1,2,33.3,16,20,15,12,,"5, 45",50,"' placed on IR with lower body injury', ' placed on IR with upper body injury (out for season)'"
