,Player First Name,Player Last Name,Position,Season,Age,Team,League,Games Played,Goals,Assists,Points,+/-,Penalties in Minutes,Even Strength Goals,Power Play Goals,Short Handed Goals,Game-Winning Goals,Even Strength Assists,Power Play Assists,Short-Handed Assists,Shots On Goals,Shooting Percentage,Total Shoot Assists,Time on Minutes,Average Time on Ice,Faceoff Wins,Faceoff Losses,Faceoff Percentage,Blocks,Hits,Takeaways,Giveaways,Awards,Injury Time,Total Time Out This Year,Injury Description
44,Zach,Bogosian,D,2018-19,28,BUF,NHL,65,3,16,19,-5,52,2,0,1,0,15,1,0,93,3.2,181,1406,21:38,0,0,,116,83,17,46,,"103, 78, 94",275,"' placed on IR with right leg injury', ' placed on IR with torn ACL in knee (out for season)', ' placed on IR with left eye injury'"
45,Zach,Bogosian,D,2019-20,29,TOT,NHL,27,1,6,7,0,22,1,0,0,0,5,0,1,29,3.4,,449,16:38,0,0,,27,30,4,11,,45,45,' placed on IR with knee injury'
46,Max,McCormick,LW,2018-19,26,OTT,NHL,14,1,0,1,-6,4,1,0,0,0,0,0,0,12,8.3,25,105,7:30,0,1,0.0,6,21,1,3,,30,30,' placed on IR with hand injury'
47,Max,McCormick,LW,2021-22,29,SEA,NHL,10,0,0,0,1,10,0,0,0,0,0,0,0,8,0.0,15,81,8:06,2,2,50.0,3,11,2,1,,34,34,' placed on IR with lower body injury'
48,Brady,Tkachuk,LW,2018-19,19,OTT,NHL,71,22,23,45,-10,75,18,4,0,3,17,6,0,214,10.3,335,1138,16:01,73,76,49.0,26,174,22,39,"AR-1,Calder-5",14,14,' placed on IR with facial injury'
49,Brady,Tkachuk,LW,2019-20,20,OTT,NHL,71,21,23,44,-14,106,19,2,0,3,17,6,0,259,8.1,431,1344,18:56,144,168,46.2,43,303,35,40,,16,16,' placed on IR with knee injury'
50,Sven,Andrighetto,RW,2017-18,24,COL,NHL,50,8,14,22,-15,10,5,3,0,2,8,6,0,111,7.2,198,724,14:29,7,15,31.8,18,38,22,15,,"31, 20",51,"' placed on IR with hand injury', ' placed on IR with upper body injury'"
51,Trevor,Daley,D,2010-11,27,DAL,NHL,82,8,19,27,7,34,6,2,0,1,16,3,0,131,6.1,293,1844,22:29,0,0,,124,32,34,42,,42,42,' placed on IR with nasal sinus fractures'
52,Trevor,Daley,D,2017-18,34,DET,NHL,77,9,7,16,-5,36,8,0,1,4,5,0,2,103,8.7,197,1594,20:42,0,0,,125,24,11,50,,116,116,' placed on IR with thumb injury (out for season)'
53,Trevor,Daley,D,2018-19,35,DET,NHL,44,2,6,8,-3,12,1,0,1,1,6,0,0,47,4.3,83,817,18:34,0,0,,53,14,10,43,,44,44,' placed on IR with upper body injury'
54,Elias,Pettersson,C,2018-19,20,VAN,NHL,71,28,38,66,3,12,18,10,0,7,26,12,0,144,19.4,266,1294,18:14,257,370,41.0,51,42,41,52,"AR-1,Byng-24,Calder-1",17,17,' placed on IR with upper body injury'
55,Ryan,Callahan,RW,2016-17,31,TBL,NHL,18,2,2,4,-4,23,2,0,0,1,2,0,0,22,9.1,42,255,14:09,5,4,55.6,13,48,7,10,,"7, 21",28,"' placed on IR with hand injury', ' placed on IR with fractured right index finger'"
56,Ryan,Callahan,RW,2017-18,32,TBL,NHL,67,5,13,18,-4,29,3,1,1,0,11,1,1,104,4.8,179,893,13:19,27,39,40.9,40,138,26,16,,"22, 17",39,"' placed on IR with fractured finger', ' placed on IR with hand injury'"
57,Ryan,Callahan,RW,2018-19,33,TBL,NHL,52,7,10,17,7,14,6,1,0,3,9,0,1,76,9.2,111,579,11:08,6,15,28.6,25,89,22,8,,15,15,' placed on IR with upper body injury'
58,Ben,Lovejoy,D,2014-15,30,TOT,NHL,60,2,12,14,-4,25,2,0,0,0,10,0,2,86,2.3,,1166,19:26,0,0,,105,170,15,22,,10,10,' placed on IR with concussion'
59,Ben,Lovejoy,D,2015-16,31,PIT,NHL,66,4,6,10,9,30,4,0,0,0,5,0,1,90,4.4,172,1245,18:52,0,0,,104,154,20,18,,13,13,' placed on IR with sprained MCL in knee'
60,Matt,Benning,D,2018-19,24,EDM,NHL,70,5,12,17,11,33,5,0,0,0,10,1,1,94,5.3,181,1046,14:57,0,0,,59,109,10,49,,"14, 105, 3",122,"' placed on injured/non-roster list with upper body injury', ' placed on IR with dislocated collarbone', ' placed on IR with concussion'"
61,Matt,Benning,D,2019-20,25,EDM,NHL,43,1,7,8,8,15,1,0,0,0,7,0,0,38,2.6,81,569,13:14,0,0,,34,78,12,19,,36,36,' placed on IR with concussion'
62,Matt,Benning,D,2022-23,28,SJS,NHL,77,1,23,24,-18,26,1,0,0,0,21,1,1,58,1.7,156,1523,19:47,0,0,,125,102,18,43,,41,41,' placed on IR with lower body injury'
63,Nicolas,Deslauriers,LW,2021-22,30,TOT,NHL,81,8,5,13,-11,113,7,0,1,1,5,0,0,90,8.9,158,921,11:22,1,3,25.0,49,263,7,14,,258,258,' placed on IR with concussion (out for season)'
64,Brian,Lashoff,D,2018-19,28,DET,NHL,4,0,1,1,-1,2,0,0,0,0,1,0,0,2,0.0,2,55,13:40,0,0,,4,3,0,0,,5,5,' placed on IR with lower body injury'
65,Steven,Santini,D,2020-21,25,STL,NHL,3,0,1,1,1,0,0,0,0,0,1,0,0,9,0.0,13,42,14:00,0,0,,2,12,1,2,,"20, 42",62,"' placed on IR with shoulder injury', ' placed on IR with lower body injury'"
66,Fredrik,Claesson,D,2021-22,29,TBL,NHL,9,0,0,0,-3,0,0,0,0,0,0,0,0,4,0.0,11,89,9:52,0,0,,6,12,1,3,,46,46,' placed on IR with lower body injury'
67,Danny,DeKeyser,D,2014-15,24,DET,NHL,80,2,29,31,11,42,2,0,0,1,23,6,0,89,2.2,217,1674,20:56,0,0,,88,74,14,38,,"2, 127",129,"' placed on IR with upper body injury', ' placed on IR with upper body injury (out for season)'"
68,Danny,DeKeyser,D,2015-16,25,DET,NHL,78,8,12,20,2,44,8,0,0,3,12,0,0,72,11.1,145,1701,21:48,0,0,,107,88,17,38,,8,8,' placed on IR with lower body injury'
69,Danny,DeKeyser,D,2018-19,28,DET,NHL,52,5,15,20,2,39,5,0,0,3,15,0,0,59,8.5,132,1142,21:58,0,0,,94,79,14,30,,"10, 22",32,"' placed on IR with lower body injury', ' placed on IR with leg injury'"
70,Danny,DeKeyser,D,2020-21,30,DET,NHL,47,4,8,12,3,18,4,0,0,0,8,0,0,43,9.3,92,851,18:06,0,0,,81,44,1,20,,21,21,' placed on IR with upper body injury'
71,Danny,DeKeyser,D,2021-22,31,DET,NHL,59,0,11,11,-8,26,0,0,0,0,11,0,0,57,0.0,119,1092,18:30,0,0,,102,49,7,21,,1,1,' placed on non-roster list with non-injury related matter'
72,Jonathan,Ericsson,D,2015-16,31,DET,NHL,71,3,12,15,2,56,3,0,0,0,12,0,0,68,4.4,154,1316,18:32,0,0,,48,121,14,61,,11,11,' placed on IR with lower body injury (CBC)'
73,Jonathan,Ericsson,D,2016-17,32,DET,NHL,51,1,8,9,-2,63,1,0,0,0,8,0,0,43,2.3,95,980,19:13,0,0,,36,86,9,27,,8,8,' placed on IR with lower body injury'
74,Jonathan,Ericsson,D,2017-18,33,DET,NHL,81,3,10,13,-7,47,3,0,0,0,9,0,1,86,3.5,153,1564,19:19,1,0,100.0,84,133,13,70,,"49, 11, 2",62,"' placed on IR with leg injury', ' placed on IR with hamstring injury', ' placed on IR with lower body injury'"
75,Jonathan,Ericsson,D,2018-19,34,DET,NHL,52,3,2,5,-10,35,3,0,0,1,2,0,0,48,6.3,106,895,17:13,0,0,,56,98,9,40,,"15, 17",32,"' placed on IR with lower body injury', ' placed on IR with lower body injury'"
76,Ty,Rattie,RW,2017-18,24,EDM,NHL,14,5,4,9,1,2,5,0,0,1,4,0,0,32,15.6,50,217,15:28,0,0,,4,11,2,4,,90,90,' placed on IR with back injury (out for season)'
77,Jakob,Silfverberg,LW,2012-13,22,OTT,NHL,48,10,9,19,9,12,7,2,1,2,8,1,0,134,7.5,229,779,16:14,5,8,38.5,13,38,20,23,Calder-15,1,1,' placed on IR with upper body injury'
78,Jakob,Silfverberg,LW,2013-14,23,ANA,NHL,52,10,13,23,2,12,7,1,2,1,13,0,0,119,8.4,187,742,14:16,1,11,8.3,20,31,17,9,,31,31,' placed on IR with sprained left ankle'
79,Jakob,Silfverberg,LW,2018-19,28,ANA,NHL,73,24,19,43,-9,28,19,3,2,4,10,8,1,163,14.7,288,1248,17:06,19,32,37.3,43,38,27,27,,"66, 170",236,"' placed on IR with back injury', ' placed on IR with upper body injury (out for season)'"
80,Jakob,Silfverberg,LW,2019-20,29,ANA,NHL,66,21,18,39,0,14,15,4,2,1,15,3,0,155,13.5,270,1167,17:41,8,33,19.5,41,28,40,32,,332,332,' placed on IR with back injury (out for season)'
81,Seth,Jones,D,2014-15,20,NSH,NHL,82,8,19,27,3,20,5,2,1,0,10,9,0,123,6.5,264,1630,19:53,0,0,,90,72,41,46,,15,15,' placed on IR with concussion'
82,Seth,Jones,D,2018-19,24,CBJ,NHL,75,9,37,46,1,28,9,0,0,4,24,10,3,184,4.9,377,1937,25:49,0,0,,133,106,59,69,"AS-9,Norris-9","43, 9, 3",55,"' placed on IR with fractured foot', ' placed on IR with concussion', ' placed on IR with upper body injury'"
83,Seth,Jones,D,2019-20,25,CBJ,NHL,56,6,24,30,10,20,4,2,0,0,16,7,1,126,4.8,244,1416,25:17,0,0,,123,62,29,37,"AS-12,Norris-14","8, 35",43,"' placed on IR with lower body injury', ' placed on IR with lower body injury'"
84,Drew,Stafford,RW,2018-19,33,NJD,NHL,57,5,8,13,-7,18,4,1,0,0,7,1,0,77,6.5,136,699,12:16,16,23,41.0,19,50,15,17,,"12, 9",21,"' placed on IR with sprained right knee', ' placed on IR with lower body injury'"
85,Michael,Raffl,LW,2019-20,31,PHI,NHL,58,8,12,20,-2,14,7,0,1,2,11,1,0,66,12.1,93,717,12:22,99,98,50.3,25,73,19,23,,6,6,' placed on IR with upper body injury'
86,Michael,Raffl,LW,2021-22,33,DAL,NHL,76,7,9,16,-19,16,6,0,1,2,7,0,2,94,7.4,151,1105,14:32,14,12,53.8,34,141,36,36,Selke-27,"1, 35",36,"' placed on IR with upper body injury', ' placed on IR with upper body injury'"
87,Alex,Galchenyuk,C,2016-17,22,MTL,NHL,61,17,27,44,-5,24,11,6,0,6,18,9,0,104,16.3,198,972,15:56,274,368,42.7,32,36,17,34,,15,15,' placed on IR with appendectomy'
88,Alex,Galchenyuk,C,2017-18,23,MTL,NHL,82,19,32,51,-31,22,10,9,0,2,17,15,0,213,8.9,382,1331,16:14,49,60,45.0,37,33,29,56,,162,162,' placed on IR with upper body injury (out for season)'
89,Alex,Galchenyuk,C,2018-19,24,ARI,NHL,72,19,22,41,-19,34,10,9,0,4,10,12,0,159,11.9,288,1133,15:44,188,223,45.7,34,62,28,40,,21,21,' placed on IR with lower body injury'
90,Robby,Fabbri,C,2018-19,23,STL,NHL,32,2,4,6,-4,6,2,0,0,1,4,0,0,43,4.7,83,405,12:39,4,10,28.6,8,30,5,4,,"16, 70, 16, 46",148,"' placed on IR with concussion', ' placed on IR with concussion', ' placed on IR with upper body injury', ' placed on IR with lower body injury'"
91,Robby,Fabbri,C,2019-20,24,TOT,NHL,61,15,17,32,-33,20,9,6,0,3,14,3,0,111,13.5,,985,16:09,27,40,40.3,14,75,13,39,,330,330,' placed on IR with ACL injury in knee (out for season)'
92,Robby,Fabbri,C,2021-22,26,DET,NHL,56,17,13,30,-23,35,11,6,0,1,11,2,0,123,13.8,211,970,17:20,54,55,49.5,19,86,13,21,,43,43,' placed on IR with lower body injury'
93,Alex,Tuch,RW,2018-19,22,VEG,NHL,74,20,32,52,13,8,17,3,0,6,29,3,0,180,11.1,327,1238,16:44,43,69,38.4,40,92,69,51,Byng-17,"8, 67",75,"' placed on IR with head injury / concussion', ' placed on IR with back injury'"
94,Alex,Tuch,RW,2019-20,23,VEG,NHL,42,8,9,17,-10,8,5,3,0,2,5,4,0,98,8.2,169,614,14:37,8,20,28.6,20,58,27,27,,"9, 24",33,"' placed on IR with groin injury', ' placed on IR with groin injury'"
95,Alex,Tuch,RW,2020-21,24,VEG,NHL,55,18,15,33,16,28,16,2,0,3,13,2,0,142,12.7,242,925,16:50,12,20,37.5,36,52,39,18,,9,9,' placed on IR with upper body injury'
96,Robert,Bortuzzo,D,2013-14,24,PIT,NHL,54,0,10,10,-3,74,0,0,0,0,9,0,1,50,0.0,103,836,15:29,0,1,0.0,73,137,6,11,,"12, 23",35,"' placed on IR with fractured thumb', ' placed on IR with sprained MCL in left knee'"
97,Robert,Bortuzzo,D,2014-15,25,TOT,NHL,51,3,5,8,-9,93,3,0,0,0,5,0,0,56,5.4,,771,15:07,1,0,100.0,61,157,3,9,,"12, 60",72,"' placed on IR with concussion', ' placed on IR with torn triceps'"
98,Robert,Bortuzzo,D,2016-17,27,STL,NHL,38,1,3,4,11,15,1,0,0,0,3,0,0,45,2.2,87,535,14:05,0,0,,50,77,4,13,,"19, 35, 145",199,"' placed on IR with hip injury', ' placed on IR with lower body injury', ' placed on IR with hip injury (out for season)'"
99,Robert,Bortuzzo,D,2017-18,28,STL,NHL,72,4,9,13,11,41,4,0,0,1,9,0,0,76,5.3,164,1066,14:48,0,0,,108,121,5,17,,20,20,' placed on IR with upper body injury'
100,Robert,Bortuzzo,D,2018-19,29,STL,NHL,59,2,8,10,9,47,2,0,0,0,7,0,1,75,2.7,127,913,15:28,0,0,,72,95,11,20,,16,16,' placed on IR with shoulder injury'
101,Robert,Bortuzzo,D,2020-21,31,STL,NHL,40,1,4,5,-3,47,1,0,0,1,4,0,0,31,3.2,70,567,14:10,0,0,,49,85,7,17,,13,13,' placed on IR with right hip injury'
102,Robert,Bortuzzo,D,2021-22,32,STL,NHL,73,1,5,6,-4,36,1,0,0,0,5,0,0,47,2.1,87,1003,13:44,0,0,,98,135,8,20,,99,99,' placed on IR with concussion (out for season)'
103,Alexander,Edler,D,2008-09,22,VAN,NHL,80,10,27,37,11,54,5,5,0,1,11,16,0,145,6.9,336,1690,21:08,1,0,100.0,93,101,29,65,,34,34,' placed on IR with left high ankle sprain'
104,Alexander,Edler,D,2015-16,29,VAN,NHL,52,6,14,20,-8,46,3,3,0,0,8,6,0,111,5.4,248,1272,24:27,0,0,,106,84,15,40,,19,19,' placed on IR with upper body injury'
105,Alexander,Edler,D,2018-19,32,VAN,NHL,56,10,24,34,3,54,6,4,0,2,10,13,1,128,7.8,254,1376,24:34,0,0,,166,127,13,38,,"11, 11, 3",25,"' placed on IR with lower body injury', ' placed on IR with upper body injury', ' placed on IR with upper body injury'"
106,Alexander,Edler,D,2019-20,33,VAN,NHL,59,5,28,33,13,62,4,1,0,1,22,6,0,118,4.2,259,1334,22:37,0,0,,162,108,9,43,,"13, 21",34,"' placed on IR with lower body injury', ' placed on IR with groin injury'"
107,Alexander,Edler,D,2020-21,34,VAN,NHL,52,0,8,8,-8,58,0,0,0,0,8,0,0,99,0.0,177,1087,20:54,0,0,,118,80,13,26,,6,6,' placed on IR with upper body injury'
108,Sven,Baertschi,LW,2011-12,19,CGY,NHL,5,3,0,3,2,4,3,0,0,0,0,0,0,10,30.0,14,56,11:08,0,0,,0,5,3,0,,7,7,' placed on IR with concussion'
109,Sven,Baertschi,LW,2014-15,22,TOT,NHL,18,2,4,6,-3,10,2,0,0,0,4,0,0,15,13.3,,174,9:41,0,0,,7,8,7,5,,45,45,' placed on IR with sprained knee'
110,Sven,Baertschi,LW,2015-16,23,VAN,NHL,69,15,13,28,-14,14,13,2,0,1,8,5,0,108,13.9,188,929,13:27,0,1,0.0,36,30,26,22,,10,10,' placed on IR with lower body injury'
111,Sven,Baertschi,LW,2019-20,27,VAN,NHL,6,0,2,2,-2,4,0,0,0,0,0,2,0,7,0.0,15,71,11:49,0,0,,0,5,1,1,,"9, 57",66,"' placed on IR with concussion', ' placed on IR with head injury'"
112,Sven,Baertschi,LW,2021-22,29,VEG,NHL,1,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,1,14,13:54,0,0,,0,0,0,0,,8,8,' placed on IR with upper body injury'
113,Dan,Hamhuis,D,2015-16,33,VAN,NHL,58,3,10,13,-2,28,2,1,0,1,8,2,0,72,4.2,164,1242,21:25,0,0,,72,64,24,47,Byng-38,29,29,' placed on IR with lower body injury'
114,Dan,Hamhuis,D,2016-17,34,DAL,NHL,79,1,15,16,-7,23,0,1,0,0,13,0,2,83,1.2,201,1529,19:22,0,0,,100,93,19,37,,30,30,' placed on IR with knee injury'
115,Dan,Hamhuis,D,2017-18,35,DAL,NHL,80,3,21,24,-6,33,3,0,0,1,19,2,0,66,4.5,161,1615,20:11,0,1,0.0,113,82,13,30,,"25, 4",29,"' placed on IR with shoulder injury', ' placed on IR with lower body injury'"
116,Dan,Hamhuis,D,2018-19,36,NSH,NHL,57,0,5,5,-2,28,0,0,0,0,5,0,0,39,0.0,82,915,16:03,0,0,,61,38,12,40,,"17, 66",83,"' placed on IR with facial surgery', ' placed on IR with sprained MCL in knee'"
117,Oskar,Sundqvist,C,2015-16,21,PIT,NHL,18,1,3,4,0,4,0,0,1,1,3,0,0,13,7.7,21,186,10:19,64,75,46.0,5,18,6,1,,2,2,' placed on IR with sprained MCL in knee'
