,Player First Name,Player Last Name,Position,Season,Age,Team,League,Games Played,Goals,Assists,Points,+/-,Penalties in Minutes,Even Strength Goals,Power Play Goals,Short Handed Goals,Game-Winning Goals,Even Strength Assists,Power Play Assists,Short-Handed Assists,Shots On Goals,Shooting Percentage,Total Shoot Assists,Time on Minutes,Average Time on Ice,Faceoff Wins,Faceoff Losses,Faceoff Percentage,Blocks,Hits,Takeaways,Giveaways,Awards,Injury Time,Total Time Out This Year,Injury Description
16,Ryan,Dzingel,C,2016-17,24,OTT,NHL,81,14,18,32,7,30,12,1,1,1,16,2,0,123,11.4,203,1165,14:23,9,21,30.0,21,71,23,25,,0,0,
17,Ryan,Dzingel,C,2017-18,25,OTT,NHL,79,23,18,41,-17,35,19,4,0,2,14,4,0,136,16.9,238,1303,16:30,24,32,42.9,19,60,27,34,,0,0,
18,Ryan,Dzingel,C,2018-19,26,TOT,NHL,78,26,30,56,-9,29,21,5,0,5,24,6,0,159,16.4,,1312,16:49,39,56,41.1,38,54,25,39,,12,12,' placed on IR with upper body injury'
19,Ryan,Dzingel,C,2018-19,26,TOT,NHL,78,26,30,56,-9,29,21,5,0,5,24,6,0,159,16.4,,1312,16:49,39,56,41.1,38,54,25,39,,12,12,' placed on IR with upper body injury'
20,Ryan,Dzingel,C,2020-21,28,TOT,NHL,40,8,5,13,-5,21,6,2,0,0,4,1,0,48,16.7,,508,12:42,3,9,25.0,10,44,8,9,,14,14,' placed on IR with hand injury'
21,Ryan,Dzingel,C,2020-21,28,TOT,NHL,40,8,5,13,-5,21,6,2,0,0,4,1,0,48,16.7,,508,12:42,3,9,25.0,10,44,8,9,,14,14,' placed on IR with hand injury'
22,Ryan,Dzingel,C,2021-22,29,TOT,NHL,32,5,3,8,-5,35,5,0,0,1,3,0,0,32,15.6,58,439,13:43,65,88,42.5,9,20,13,8,,0,0,
23,Jay,Beagle,RW,2009-10,24,WSH,NHL,7,1,1,2,-1,2,1,0,0,0,1,0,0,10,10.0,15,65,9:16,17,14,54.8,5,11,1,1,,0,0,
24,Jay,Beagle,RW,2010-11,25,WSH,NHL,31,2,1,3,-2,8,2,0,0,2,1,0,0,27,7.4,53,326,10:30,58,47,55.2,8,45,10,1,,0,0,
25,Jay,Beagle,RW,2011-12,26,WSH,NHL,41,4,1,5,-2,23,4,0,0,0,1,0,0,49,8.2,78,486,11:51,124,91,57.7,23,66,10,6,,0,0,
26,Jay,Beagle,RW,2012-13,27,WSH,NHL,48,2,6,8,-1,14,2,0,0,1,6,0,0,56,3.6,97,581,12:06,249,195,56.1,23,55,18,12,,28,28,' placed on IR with left shoulder injury'
27,Jay,Beagle,RW,2013-14,28,WSH,NHL,62,4,5,9,-9,28,4,0,0,0,5,0,0,60,6.7,105,697,11:15,296,277,51.7,32,93,18,7,,0,0,
28,Jay,Beagle,RW,2014-15,29,WSH,NHL,62,10,10,20,6,20,10,0,0,2,9,0,1,84,11.9,126,794,12:49,217,167,56.5,33,73,30,6,,0,0,
29,Jay,Beagle,RW,2015-16,30,WSH,NHL,57,8,9,17,0,24,8,0,0,1,9,0,0,74,10.8,123,799,14:01,370,267,58.1,24,55,20,12,,0,0,
30,Jay,Beagle,RW,2016-17,31,WSH,NHL,81,13,17,30,20,22,12,0,1,4,15,0,2,100,13.0,158,1104,13:38,624,483,56.4,44,55,11,26,Selke-24,11,11,' placed on IR with eye injury'
31,Jay,Beagle,RW,2017-18,32,WSH,NHL,79,7,15,22,3,16,6,0,1,2,15,0,0,65,10.8,120,983,12:27,584,414,58.5,44,69,25,10,,0,0,
32,Jay,Beagle,RW,2018-19,33,VAN,NHL,57,3,10,13,-8,18,2,0,1,0,10,0,0,45,6.7,71,778,13:39,426,332,56.2,33,102,13,10,,"6, 19",25,"' placed on IR with lower body injury', ' placed on IR with ankle injury (surgery)'"
33,Jay,Beagle,RW,2019-20,34,VAN,NHL,55,2,6,8,-9,38,1,0,1,1,5,0,1,49,4.1,73,691,12:34,401,277,59.1,42,69,14,7,,0,0,
34,Jay,Beagle,RW,2020-21,35,VAN,NHL,30,1,4,5,-2,8,1,0,0,0,4,0,0,21,4.8,38,376,12:31,173,135,56.2,8,34,11,4,,0,0,
35,Jay,Beagle,RW,2021-22,36,ARI,NHL,33,1,1,2,-20,27,1,0,0,0,1,0,0,24,4.2,40,455,13:47,265,199,57.1,16,50,9,7,,"22, 26",48,"' placed on IR with upper body injury', ' placed on IR with upper body injury'"
36,Casey,Cizikas,C,2011-12,20,NYI,NHL,15,0,4,4,1,6,0,0,0,0,4,0,0,12,0.0,24,159,10:36,47,68,40.9,9,26,1,1,,57,57,' placed on IR with head injury'
37,Casey,Cizikas,C,2012-13,21,NYI,NHL,45,6,9,15,0,14,6,0,0,1,8,1,0,45,13.3,81,485,10:47,144,132,52.2,21,75,21,6,,0,0,
38,Casey,Cizikas,C,2013-14,22,NYI,NHL,80,6,10,16,-12,30,5,1,0,1,7,1,2,79,7.6,141,1070,13:22,489,522,48.4,48,128,33,18,,0,0,
39,Casey,Cizikas,C,2014-15,23,NYI,NHL,70,9,9,18,-2,24,7,0,2,2,8,1,0,90,10.0,159,876,12:31,446,409,52.2,50,144,42,22,,16,16,' placed on IR with upper body injury'
40,Casey,Cizikas,C,2015-16,24,NYI,NHL,80,8,21,29,4,31,7,0,1,4,20,0,2,84,9.5,150,1015,12:41,469,490,48.9,62,158,58,23,Selke-43,59,59,' placed on IR with upper body injury'
41,Casey,Cizikas,C,2016-17,25,NYI,NHL,59,8,17,25,9,30,8,0,0,1,16,1,0,82,9.8,127,821,13:54,420,426,49.6,58,144,36,24,,28,28,' placed on IR with upper body injury'
42,Casey,Cizikas,C,2017-18,26,NYI,NHL,64,7,10,17,-12,23,6,0,1,0,10,0,0,74,9.5,123,846,13:13,473,418,53.1,53,128,33,23,,6,6,' placed on IR with lower body injury'
43,Casey,Cizikas,C,2018-19,27,NYI,NHL,73,20,13,33,22,36,18,0,2,3,12,0,1,111,18.0,170,1024,14:01,497,516,49.1,68,129,44,34,Selke-21,"52, 4",56,"' placed on IR with fractured forearm', ' placed on IR with upper body injury'"
44,Casey,Cizikas,C,2019-20,28,NYI,NHL,48,10,4,14,12,41,7,0,3,1,2,0,2,67,14.9,114,686,14:18,368,320,53.5,39,133,38,28,,10,10,' placed on IR with lower body injury'
45,Casey,Cizikas,C,2020-21,29,NYI,NHL,56,7,7,14,-2,27,7,0,0,3,7,0,0,72,9.7,112,775,13:50,340,299,53.2,25,112,12,16,,116,116,' placed on IR with undisclosed injury (out for season)'
46,Casey,Cizikas,C,2021-22,30,NYI,NHL,74,10,6,16,-3,48,9,0,1,3,6,0,0,91,11.0,147,1017,13:45,534,427,55.6,43,138,33,32,,2,2,' placed on IR with upper body injury'
47,Casey,Cizikas,C,2022-23,31,NYI,NHL,81,6,15,21,0,54,6,0,0,0,13,0,2,111,5.4,189,1177,14:32,501,438,53.4,58,188,35,28,,0,0,
48,Casey,Cizikas,C,2023-24,32,NYI,NHL,65,8,13,21,-3,22,7,0,1,1,12,1,0,69,11.6,117,892,13:43,342,300,53.3,61,125,21,23,,0,0,
49,Justin,Schultz,D,2012-13,22,EDM,NHL,48,8,19,27,-17,8,4,4,0,3,8,11,0,85,9.4,190,1030,21:27,0,1,0.0,35,15,15,34,"AR-1,Calder-7",0,0,
50,Justin,Schultz,D,2013-14,23,EDM,NHL,74,11,22,33,-22,16,10,1,0,3,11,11,0,109,10.1,242,1728,23:21,0,1,0.0,107,30,20,63,,5,5,' placed on IR with sprained knee'
51,Justin,Schultz,D,2014-15,24,EDM,NHL,81,6,25,31,-17,12,6,0,0,1,13,12,0,122,4.9,301,1832,22:37,1,0,100.0,114,41,20,69,Byng-56,"6, 3",9,"' placed on IR with upper body injury', ' placed on IR with upper body injury'"
52,Justin,Schultz,D,2015-16,25,TOT,NHL,63,4,14,18,-15,16,2,2,0,0,8,6,0,82,4.9,,1162,18:27,0,2,0.0,72,36,21,40,,0,0,
53,Justin,Schultz,D,2015-16,25,TOT,NHL,63,4,14,18,-15,16,2,2,0,0,8,6,0,82,4.9,,1162,18:27,0,2,0.0,72,36,21,40,,0,0,
54,Justin,Schultz,D,2017-18,27,PIT,NHL,63,4,23,27,22,14,4,0,0,1,13,10,0,109,3.7,235,1229,19:31,0,0,,93,36,17,27,,0,0,
55,Justin,Schultz,D,2018-19,28,PIT,NHL,29,2,13,15,0,4,1,1,0,0,8,5,0,47,4.3,99,595,20:30,0,0,,41,25,5,27,,0,0,
56,Justin,Schultz,D,2019-20,29,PIT,NHL,46,3,9,12,-13,6,3,0,0,0,3,6,0,86,3.5,178,914,19:53,0,0,,50,36,6,18,,0,0,
57,Justin,Schultz,D,2020-21,30,WSH,NHL,46,3,24,27,12,10,3,0,0,1,16,8,0,67,4.5,130,875,19:01,0,0,,49,28,12,25,,0,0,
58,Justin,Schultz,D,2021-22,31,WSH,NHL,74,4,19,23,-15,16,2,2,0,1,16,3,0,92,4.3,205,1252,16:55,0,0,,87,40,13,25,,"14, 82",96,"' placed on IR with lower body injury', ' placed on IR with lower body injury / core muscle injury'"
59,Justin,Schultz,D,2022-23,32,SEA,NHL,73,7,27,34,4,40,6,1,0,4,15,12,0,98,7.1,215,1299,17:47,0,0,,72,30,14,24,,0,0,
60,Justin,Schultz,D,2023-24,33,SEA,NHL,64,6,17,23,-21,22,6,0,0,2,9,8,0,88,6.8,237,1046,16:21,0,0,,63,24,15,11,,36,36,' placed on IR with upper body injury'
61,Antoine,Roussel,LW,2012-13,23,DAL,NHL,39,7,7,14,3,85,7,0,0,0,7,0,0,46,15.2,68,367,9:24,30,25,54.5,16,75,12,8,,0,0,
62,Antoine,Roussel,LW,2013-14,24,DAL,NHL,81,14,15,29,-1,209,14,0,0,2,13,0,2,113,12.4,210,1080,13:20,19,25,43.2,49,146,24,24,,0,0,
63,Antoine,Roussel,LW,2014-15,25,DAL,NHL,80,13,12,25,-20,148,13,0,0,1,9,3,0,113,11.5,206,1162,14:31,3,14,17.6,71,115,31,38,,0,0,
64,Antoine,Roussel,LW,2015-16,26,DAL,NHL,80,13,16,29,11,123,13,0,0,6,14,1,1,111,11.7,202,1109,13:51,15,20,42.9,58,123,30,24,,0,0,
65,Antoine,Roussel,LW,2016-17,27,DAL,NHL,60,12,15,27,1,115,12,0,0,3,12,3,0,82,14.6,162,931,15:31,7,9,43.8,45,69,16,37,,"23, 14",37,"' placed on IR with hand injury', ' placed on IR with lower body injury'"
66,Antoine,Roussel,LW,2017-18,28,DAL,NHL,73,5,12,17,1,126,5,0,0,0,12,0,0,85,5.9,171,908,12:26,22,16,57.9,42,104,16,23,,"4, 11",15,"' placed on IR with lower body injury', ' placed on IR with hand injury'"
67,Antoine,Roussel,LW,2018-19,29,VAN,NHL,65,9,22,31,5,118,9,0,0,1,22,0,0,84,10.7,154,894,13:46,17,17,50.0,50,87,20,20,,15,15,' placed on IR with vertigo'
68,Antoine,Roussel,LW,2019-20,30,VAN,NHL,41,7,6,13,0,43,6,1,0,1,5,1,0,55,12.7,92,485,11:50,6,6,50.0,14,44,7,13,,0,0,
69,Antoine,Roussel,LW,2020-21,31,VAN,NHL,35,1,3,4,4,37,1,0,0,0,2,0,1,28,3.6,49,403,11:30,2,2,50.0,18,63,9,14,,0,0,
70,Antoine,Roussel,LW,2021-22,32,ARI,NHL,53,4,4,8,-16,59,4,0,0,1,4,0,0,59,6.8,103,644,12:09,17,22,43.6,34,74,9,16,,0,0,
71,Andrew,Ladd,LW,2005-06,20,CAR,NHL,29,6,5,11,0,4,3,3,0,0,4,1,0,43,14.0,,324,11:10,,,,,,,,,0,0,
72,Andrew,Ladd,LW,2006-07,21,CAR,NHL,65,11,10,21,1,46,9,2,0,3,9,1,0,109,10.1,,728,11:12,,,,,,,,,0,0,
73,Andrew,Ladd,LW,2007-08,22,TOT,NHL,63,14,16,30,13,35,13,1,0,1,12,4,0,131,10.7,,804,12:46,4,4,50.0,14,138,19,11,,0,0,
74,Andrew,Ladd,LW,2007-08,22,TOT,NHL,63,14,16,30,13,35,13,1,0,1,12,4,0,131,10.7,,804,12:46,4,4,50.0,14,138,19,11,,0,0,
75,Andrew,Ladd,LW,2009-10,24,CHI,NHL,82,17,21,38,2,67,17,0,0,1,20,1,0,148,11.5,252,1123,13:42,5,7,41.7,33,104,35,22,,0,0,
76,Andrew,Ladd,LW,2010-11,25,ATL,NHL,81,29,30,59,-10,39,18,9,2,2,20,9,1,195,14.9,333,1626,20:04,15,28,34.9,43,68,61,43,,0,0,
77,Andrew,Ladd,LW,2011-12,26,WPG,NHL,82,28,22,50,-8,64,24,4,0,6,14,8,0,265,10.6,431,1604,19:34,32,27,54.2,25,76,40,43,,26,26,' placed on IR with knee injury'
78,Andrew,Ladd,LW,2012-13,27,WPG,NHL,48,18,28,46,10,22,15,3,0,4,25,3,0,121,14.9,227,945,19:41,29,25,53.7,26,98,25,16,"AS-5,Byng-38,Selke-20",0,0,
79,Andrew,Ladd,LW,2013-14,28,WPG,NHL,78,23,31,54,8,57,19,4,0,2,21,8,2,189,12.2,348,1539,19:44,24,38,38.7,42,154,37,44,,0,0,
80,Andrew,Ladd,LW,2014-15,29,WPG,NHL,81,24,38,62,9,72,15,9,0,6,27,10,1,224,10.7,382,1626,20:04,7,13,35.0,38,212,26,50,Selke-23,0,0,
81,Andrew,Ladd,LW,2015-16,30,TOT,NHL,78,25,21,46,-13,45,13,10,2,3,17,4,0,181,13.8,,1475,18:55,8,5,61.5,42,155,29,34,,0,0,
82,Andrew,Ladd,LW,2015-16,30,TOT,NHL,78,25,21,46,-13,45,13,10,2,3,17,4,0,181,13.8,,1475,18:55,8,5,61.5,42,155,29,34,,0,0,
83,Andrew,Ladd,LW,2017-18,32,NYI,NHL,73,12,17,29,11,24,11,0,1,2,15,1,1,112,10.7,220,1160,15:54,1,9,10.0,40,76,29,40,,0,0,
84,Andrew,Ladd,LW,2018-19,33,NYI,NHL,26,3,8,11,3,16,3,0,0,0,7,0,1,34,8.8,55,360,13:51,2,3,40.0,8,37,9,14,,"4, 13, 8",25,"' placed on IR with lower body injury', ' placed on IR with lower body injury', ' placed on IR with upper body injury'"
85,Andrew,Ladd,LW,2019-20,34,NYI,NHL,4,1,0,1,2,4,1,0,0,0,0,0,0,5,20.0,7,48,11:58,0,0,,0,23,0,1,,"10, 165, 11",186,"' placed on IR with lower body injury', ' placed on IR with lacerated leg', ' placed on IR with lower body injury'"
86,Andrew,Ladd,LW,2021-22,36,ARI,NHL,51,7,5,12,-20,47,4,3,0,0,4,1,0,57,12.3,107,720,14:07,7,3,70.0,33,68,17,26,,11,11,' placed on IR with lower body injury'
87,Bogdan,Kiselevich,D,2018-19,28,FLA,NHL,32,0,8,8,-3,12,0,0,0,0,8,0,0,14,0.0,42,475,14:51,0,0,,21,49,4,9,,0,0,
88,Carter,Rowney,RW,2016-17,27,PIT,NHL,27,3,4,7,2,4,3,0,0,1,4,0,0,24,12.5,40,296,10:58,95,103,48.0,15,64,11,5,,0,0,
89,Carter,Rowney,RW,2017-18,28,PIT,NHL,44,2,3,5,-13,4,1,0,1,0,3,0,0,21,9.5,43,411,9:21,164,146,52.9,24,74,5,6,,"13, 27",40,"' placed on IR with concussion', ' placed on IR with lower body injury'"
90,Carter,Rowney,RW,2018-19,29,ANA,NHL,62,7,13,20,0,12,6,0,1,0,13,0,0,53,13.2,89,778,12:33,171,176,49.3,35,178,22,26,,"6, 38",44,"' placed on IR with concussion', ' placed on IR with left ankle/leg injury'"
91,Carter,Rowney,RW,2019-20,30,ANA,NHL,71,8,11,19,5,14,6,0,2,1,9,0,2,63,12.7,114,910,12:49,47,56,45.6,42,189,24,26,,0,0,
92,Carter,Rowney,RW,2020-21,31,ANA,NHL,19,0,6,6,-2,2,0,0,0,0,6,0,0,10,0.0,18,271,14:17,8,6,57.1,21,45,8,3,,0,0,
93,Carter,Rowney,RW,2021-22,32,DET,NHL,26,4,2,6,-4,0,4,0,0,0,1,0,1,15,26.7,27,277,10:40,74,91,44.8,20,36,4,5,,0,0,
94,Ryan,Getzlaf,C,2005-06,20,MDA,NHL,57,14,25,39,6,22,4,10,0,1,11,14,0,116,12.1,,717,12:35,,,,,,,,,0,0,
95,Ryan,Getzlaf,C,2006-07,21,ANA,NHL,82,25,33,58,17,66,13,11,1,6,13,20,0,203,12.3,,1235,15:04,,,,,,,,,0,0,
96,Ryan,Getzlaf,C,2007-08,22,ANA,NHL,77,24,58,82,32,94,19,4,1,2,26,32,0,185,13.0,303,1513,19:39,545,607,47.3,46,126,44,67,"AS-7,Selke-13",0,0,
97,Ryan,Getzlaf,C,2008-09,23,ANA,NHL,81,25,66,91,5,121,16,9,0,2,38,28,0,227,11.0,392,1631,20:08,566,562,50.2,43,134,55,70,"AS-4,AS-10,Hart-15,Selke-22",0,0,
98,Ryan,Getzlaf,C,2009-10,24,ANA,NHL,66,19,50,69,4,79,11,8,0,5,36,14,0,149,12.8,284,1430,21:40,533,591,47.4,49,178,39,54,,0,0,
99,Ryan,Getzlaf,C,2010-11,25,ANA,NHL,67,19,57,76,14,35,12,7,0,4,37,20,0,117,16.2,236,1464,21:51,542,641,45.8,57,189,35,81,"AS-7,Byng-26,Hart-20,Selke-53",0,0,
100,Ryan,Getzlaf,C,2011-12,26,ANA,NHL,82,11,46,57,-11,75,7,4,0,4,26,19,1,185,5.9,395,1771,21:36,628,709,47.0,72,177,33,93,,0,0,
101,Ryan,Getzlaf,C,2012-13,27,ANA,NHL,44,15,34,49,14,41,8,4,3,3,23,11,0,99,15.2,180,889,20:12,355,384,48.0,42,89,27,31,"AS-6,AS-15,Hart-7,Selke-18",0,0,
102,Ryan,Getzlaf,C,2013-14,28,ANA,NHL,77,31,56,87,28,31,26,5,0,7,38,18,0,204,15.2,373,1639,21:17,692,719,49.0,87,110,53,76,"AS-2,Hart-2,Selke-10",18,18,' placed on IR with upper body injury'
103,Ryan,Getzlaf,C,2014-15,29,ANA,NHL,77,25,45,70,15,62,22,3,0,6,33,10,2,191,13.1,357,1548,20:06,632,612,50.8,95,100,55,71,"AS-3,Byng-67,Hart-6,Selke-13",0,0,
104,Ryan,Getzlaf,C,2015-16,30,ANA,NHL,77,13,50,63,14,55,7,6,0,5,33,16,1,178,7.3,351,1502,19:30,602,617,49.4,61,108,48,75,"AS-11,Hart-20,Selke-20",0,0,
105,Ryan,Getzlaf,C,2016-17,31,ANA,NHL,74,15,58,73,7,49,7,6,2,3,43,14,1,138,10.9,288,1559,21:04,509,503,50.3,88,99,61,68,"AS-8,Selke-48",0,0,
106,Ryan,Getzlaf,C,2017-18,32,ANA,NHL,56,11,50,61,20,42,10,0,1,0,36,13,1,117,9.4,242,1200,21:26,406,443,47.8,57,96,45,64,,0,0,
107,Ryan,Getzlaf,C,2018-19,33,ANA,NHL,67,14,34,48,-19,58,13,1,0,2,24,10,0,133,10.5,271,1304,19:28,551,463,54.3,74,150,60,79,,"125, 36, 13, 32",206,"' placed on IR with fractured lower left leg', ' placed on IR with ankle injury', ' placed on IR with lower body injury', ' placed on IR with lower body injury'"
108,Ryan,Getzlaf,C,2019-20,34,ANA,NHL,69,13,29,42,-16,58,10,3,0,5,23,6,0,143,9.1,271,1292,18:44,530,504,51.3,69,125,53,76,,"9, 22",31,"' placed on IR with lower body injury', ' placed on IR with lower body injury'"
109,Ryan,Getzlaf,C,2020-21,35,ANA,NHL,48,5,12,17,-14,43,2,3,0,1,11,1,0,70,7.1,133,796,16:35,350,326,51.8,46,66,24,40,,0,0,
110,Ryan,Getzlaf,C,2021-22,36,ANA,NHL,56,3,34,37,-14,29,1,2,0,1,25,9,0,104,2.9,192,1062,18:57,546,479,53.3,56,89,35,67,,4,4,' placed on IR with upper body injury'
111,J.T.,Compher,LW,2016-17,21,COL,NHL,21,3,2,5,0,4,2,1,0,1,2,0,0,30,10.0,59,314,14:56,78,86,47.6,21,11,6,8,,0,0,
112,J.T.,Compher,LW,2017-18,22,COL,NHL,69,13,10,23,-29,20,7,4,2,3,7,3,0,131,9.9,231,1104,16:00,273,332,45.1,65,45,16,13,,0,0,
113,J.T.,Compher,LW,2018-19,23,COL,NHL,66,16,16,32,-8,31,9,4,3,3,11,5,0,118,13.6,197,1153,17:29,301,311,49.2,59,33,23,23,,37,37,' placed on IR with upper body injury'
114,J.T.,Compher,LW,2019-20,24,COL,NHL,67,11,20,31,9,18,10,1,0,3,13,4,3,106,10.4,179,1122,16:45,341,374,47.7,60,36,22,21,,0,0,
115,J.T.,Compher,LW,2020-21,25,COL,NHL,48,10,8,18,10,19,9,1,0,2,7,1,0,47,21.3,88,682,14:13,216,255,45.9,38,32,16,10,,22,22,' placed on IR with upper body injury'
116,J.T.,Compher,LW,2021-22,26,COL,NHL,70,18,15,33,6,25,13,4,1,0,13,2,0,102,17.6,199,1143,16:19,338,319,51.4,55,31,26,18,,0,0,
117,J.T.,Compher,LW,2022-23,27,COL,NHL,82,17,35,52,8,33,12,5,0,3,26,9,0,154,11.0,255,1684,20:32,813,852,48.8,82,37,28,28,Selke-13,0,0,
118,J.T.,Compher,LW,2023-24,28,DET,NHL,71,17,26,43,-1,34,10,5,2,0,22,4,0,97,17.5,168,1378,19:24,429,527,44.9,52,46,14,26,,0,0,
119,Josh,Archibald,RW,2015-16,23,PIT,NHL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,5,5:02,0,0,,1,1,0,0,,0,0,
120,Josh,Archibald,RW,2016-17,24,PIT,NHL,10,3,0,3,3,4,2,0,1,0,0,0,0,11,27.3,24,109,10:52,0,1,0.0,2,28,0,2,,0,0,
121,Josh,Archibald,RW,2017-18,25,TOT,NHL,42,5,6,11,-2,25,5,0,0,0,6,0,0,42,11.9,,502,11:57,25,40,38.5,16,86,7,4,,0,0,
122,Josh,Archibald,RW,2017-18,25,TOT,NHL,42,5,6,11,-2,25,5,0,0,0,6,0,0,42,11.9,,502,11:57,25,40,38.5,16,86,7,4,,0,0,
123,Josh,Archibald,RW,2019-20,27,EDM,NHL,62,12,9,21,-8,12,10,0,2,3,8,0,1,64,18.8,119,820,13:14,0,2,0.0,44,165,24,11,,63,63,' placed on IR with knee injury'
124,Josh,Archibald,RW,2020-21,28,EDM,NHL,52,7,6,13,2,37,7,0,0,0,6,0,0,62,11.3,103,704,13:33,4,4,50.0,35,192,14,15,,0,0,
125,Josh,Archibald,RW,2021-22,29,EDM,NHL,8,0,1,1,-2,7,0,0,0,0,1,0,0,4,0.0,9,72,9:03,2,2,50.0,2,27,3,1,,"37, 15",52,"' placed on IR with lower body injury', ' placed on IR with upper body injury'"
126,Josh,Archibald,RW,2022-23,30,PIT,NHL,62,6,6,12,6,43,6,0,0,0,6,0,0,71,8.5,112,619,9:59,1,3,25.0,28,195,14,5,,0,0,
127,Corban,Knight,C,2013-14,23,CGY,NHL,7,1,0,1,-1,0,1,0,0,0,0,0,0,4,25.0,5,56,7:56,24,27,47.1,4,9,1,0,,0,0,
128,Corban,Knight,C,2014-15,24,CGY,NHL,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,4,13,6:24,9,2,81.8,1,4,0,0,,0,0,
129,Corban,Knight,C,2015-16,25,FLA,NHL,20,2,5,7,3,4,2,0,0,0,5,0,0,11,18.2,19,193,9:38,54,52,50.9,2,18,6,1,,0,0,
130,Corban,Knight,C,2018-19,28,PHI,NHL,23,1,3,4,-5,0,1,0,0,0,3,0,0,15,6.7,24,223,9:41,63,58,52.1,13,9,6,2,,0,0,
131,Zach,Bogosian,D,2008-09,18,ATL,NHL,47,9,10,19,11,47,6,2,1,1,7,3,0,90,10.0,184,851,18:06,0,0,,50,67,32,21,Calder-12,0,0,
132,Zach,Bogosian,D,2009-10,19,ATL,NHL,81,10,13,23,-18,61,6,3,1,0,9,3,1,155,6.5,339,1734,21:25,0,0,,124,196,41,52,,0,0,
133,Zach,Bogosian,D,2010-11,20,ATL,NHL,71,5,12,17,-27,29,5,0,0,1,8,4,0,155,3.2,303,1591,22:24,0,0,,89,111,31,53,,0,0,
134,Zach,Bogosian,D,2011-12,21,WPG,NHL,65,5,25,30,-3,71,4,1,0,0,19,6,0,150,3.3,349,1516,23:19,0,0,,109,117,17,41,,0,0,
